file,label,category,duration_sec,loopable,default_volume,license,source_url,notes
ambient/open_nature_wind/open_nature_wind_01.wav,open_nature_wind,bed,114.485,true,0.45,CC0,https://freesound.org/people/szelestamas/sounds/620099/,Field ambience 01.wav by szelestamas
ambient/open_nature_wind/open_nature_wind_02.wav,open_nature_wind,bed,84.0,true,0.45,CC0,https://freesound.org/people/smellor123/sounds/412012/,"Soft ambience of street from interior terraced street Leeds, UK, Autumn by smellor123"
ambient/arid_wind/arid_wind_01.wav,arid_wind,bed,125.78,true,0.45,CC0,https://freesound.org/people/TRP/sounds/574397/,Semi desert insects ravens birds quiet with bad mic noise BADLANDS AB 190818.flac by TRP
ambient/arid_wind/arid_wind_02.wav,arid_wind,bed,160.147,true,0.45,CC0,https://freesound.org/people/drewhalasz/sounds/433687/,"amb, ext, high-desert neighborhood, morning, birds, bug-bys, bformat-fuma.wav by drewhalasz"
ambient/snow_wind_soft/snow_wind_soft_01.wav,snow_wind_soft,bed,113.835,true,0.45,CC0,https://freesound.org/people/lwdickens/sounds/260634/,outdoor winter ambience birds light wind trees.wav by lwdickens
ambient/snow_wind_soft/snow_wind_soft_02.wav,snow_wind_soft,bed,144.768,true,0.45,CC0,https://freesound.org/people/lwdickens/sounds/263484/,ambience winter outdoor warm wet.wav by lwdickens
ambient/forest_day_bed/forest_day_bed_01.wav,forest_day_bed,bed,135.765,true,0.5,CC0,https://freesound.org/people/khenshom/sounds/518929/,Ambience - Backyard of a suburban street by khenshom
ambient/forest_day_bed/forest_day_bed_02.wav,forest_day_bed,bed,139.52,true,0.5,CC0,https://freesound.org/people/Anya_Media/sounds/523389/,"Forest, close up of trees rustling in the wind.wav by Anya_Media"
ambient/wetland_night_bed/wetland_night_bed_01.wav,wetland_night_bed,bed,111.872,true,0.45,CC0,https://freesound.org/people/Danjocross/sounds/503206/,Lilipads and frogs at night.wav by Danjocross
ambient/wetland_night_bed/wetland_night_bed_02.wav,wetland_night_bed,bed,144.666,true,0.45,CC0,https://freesound.org/people/courter/sounds/447819/,Frogs in North Carolina Marshes by courter
ambient/ocean_coast_bed/ocean_coast_bed_01.wav,ocean_coast_bed,bed,179.71,true,0.5,CC0,https://freesound.org/people/SamsterBirdies/sounds/578524/,Calm ocean waves by SamsterBirdies
ambient/ocean_coast_bed/ocean_coast_bed_02.wav,ocean_coast_bed,bed,107.286,true,0.5,CC0,https://freesound.org/people/jackmichaelking/sounds/518673/,Distant gentle ocean dawn chorus .WAV by jackmichaelking
ambient/freshwater_flow_bed/freshwater_flow_bed_01.wav,freshwater_flow_bed,bed,85.4,true,0.5,CC0,https://freesound.org/people/deleted_user_2104797/sounds/166310/,River 2.wav by deleted_user_2104797
